x_m,x_um,slm_potential_J,slm_potential_uK,slm_force_N,aod_potential_J,aod_potential_uK,aod_force_N
2.962440000000e-06,2.962440000000e+00,-6.711368646448e-33,-4.861024522850e-04,-5.809636038566e-26,-1.043990678336e-32,-7.561593702210e-04,-9.037211615547e-26
2.964780000000e-06,2.964780000000e+00,-6.576738155241e-33,-4.763512055013e-04,-5.697591277054e-26,-1.023048157482e-32,-7.409907641131e-04,-8.862919764306e-26
2.967120000000e-06,2.967120000000e+00,-6.444705244329e-33,-4.667881006924e-04,-5.587614529784e-26,-1.002509704673e-32,-7.261148232993e-04,-8.691844824108e-26
2.969460000000e-06,2.969460000000e+00,-6.315221947963e-33,-4.574096637135e-04,-5.479669505617e-26,-9.823678585721e-33,-7.115261435543e-04,-8.523930342071e-26
2.971800000000e-06,2.971800000000e+00,-6.188241142569e-33,-4.482124814178e-04,-5.373720513547e-26,-9.626152888441e-33,-6.972194155387e-04,-8.359120798852e-26
2.974140000000e-06,2.974140000000e+00,-6.063716532811e-33,-4.391932006477e-04,-5.269732453472e-26,-9.432447939928e-33,-6.831894232298e-04,-8.197361594290e-26
2.976480000000e-06,2.976480000000e+00,-5.941602637869e-33,-4.303485272411e-04,-5.167670807090e-26,-9.242492992241e-33,-6.694310423751e-04,-8.038599033251e-26
2.978820000000e-06,2.978820000000e+00,-5.821854777934e-33,-4.216752250524e-04,-5.067501628930e-26,-9.056218543452e-33,-6.559392389704e-04,-7.882780311668e-26
2.981160000000e-06,2.981160000000e+00,-5.704429060903e-33,-4.131701149896e-04,-4.969191537498e-26,-8.873556316960e-33,-6.427090677616e-04,-7.729853502774e-26
2.983500000000e-06,2.983500000000e+00,-5.589282369289e-33,-4.048300740658e-04,-4.872707706560e-26,-8.694439241116e-33,-6.297356707691e-04,-7.579767543537e-26
2.985840000000e-06,2.985840000000e+00,-5.476372347325e-33,-3.966520344653e-04,-4.778017856538e-26,-8.518801429172e-33,-6.170142758349e-04,-7.432472221281e-26
2.988180000000e-06,2.988180000000e+00,-5.365657388273e-33,-3.886329826243e-04,-4.685090246034e-26,-8.346578159535e-33,-6.045401951934e-04,-7.287918160497e-26
2.990520000000e-06,2.990520000000e+00,-5.257096621928e-33,-3.807699583260e-04,-4.593893663470e-26,-8.177705856333e-33,-5.923088240626e-04,-7.146056809841e-26
2.992860000000e-06,2.992860000000e+00,-5.150649902320e-33,-3.730600538095e-04,-4.504397418849e-26,-8.012122070275e-33,-5.803156392592e-04,-7.006840429321e-26
2.995200000000e-06,2.995200000000e+00,-5.046277795598e-33,-3.655004128927e-04,-4.416571335635e-26,-7.849765459820e-33,-5.685561978330e-04,-6.870222077654e-26
2.997540000000e-06,2.997540000000e+00,-4.943941568117e-33,-3.580882301089e-04,-4.330385742740e-26,-7.690575772626e-33,-5.570261357250e-04,-6.736155599818e-26
2.999880000000e-06,2.999880000000e+00,-4.843603174695e-33,-3.508207498571e-04,-4.245811466638e-26,-7.534493827303e-33,-5.457211664444e-04,-6.604595614771e-26
3.002220000000e-06,3.002220000000e+00,-4.745225247066e-33,-3.436952655647e-04,-4.162819823580e-26,-7.381461495436e-33,-5.346370797673e-04,-6.475497503346e-26
3.004560000000e-06,3.004560000000e+00,-4.648771082509e-33,-3.367091188643e-04,-4.081382611926e-26,-7.231421683903e-33,-5.237697404556e-04,-6.348817396330e-26
3.006900000000e-06,3.006900000000e+00,-4.554204632655e-33,-3.298596987834e-04,-4.001472104590e-26,-7.084318317464e-33,-5.131150869963e-04,-6.224512162695e-26
3.009240000000e-06,3.009240000000e+00,-4.461490492468e-33,-3.231444409454e-04,-3.923061041582e-26,-6.940096321618e-33,-5.026691303595e-04,-6.102539398017e-26
3.011580000000e-06,3.011580000000e+00,-4.370593889403e-33,-3.165608267853e-04,-3.846122622675e-26,-6.798701605738e-33,-4.924279527771e-04,-5.982857413049e-26
3.013920000000e-06,3.013920000000e+00,-4.281480672731e-33,-3.101063827759e-04,-3.770630500156e-26,-6.660081046471e-33,-4.823877065402e-04,-5.865425222464e-26
3.016260000000e-06,3.016260000000e+00,-4.194117303036e-33,-3.037786796670e-04,-3.696558771701e-26,-6.524182471389e-33,-4.725446128154e-04,-5.750202533758e-26
3.018600000000e-06,3.018600000000e+00,-4.108470841873e-33,-2.975753317370e-04,-3.623881973344e-26,-6.390954642913e-33,-4.628949604797e-04,-5.637149736313e-26
3.020940000000e-06,3.020940000000e+00,-4.024508941593e-33,-2.914939960550e-04,-3.552575072545e-26,-6.260347242478e-33,-4.534351049744e-04,-5.526227890625e-26
3.023280000000e-06,3.023280000000e+00,-3.942199835327e-33,-2.855323717561e-04,-3.482613461363e-26,-6.132310854954e-33,-4.441614671762e-04,-5.417398717675e-26
3.025620000000e-06,3.025620000000e+00,-3.861512327132e-33,-2.796881993274e-04,-3.413972949731e-26,-6.006796953316e-33,-4.350705322871e-04,-5.310624588470e-26
3.027960000000e-06,3.027960000000e+00,-3.782415782284e-33,-2.739592599048e-04,-3.346629758821e-26,-5.883757883552e-33,-4.261588487409e-04,-5.205868513721e-26
3.030300000000e-06,3.030300000000e+00,-3.704880117739e-33,-2.683433745825e-04,-3.280560514511e-26,-5.763146849816e-33,-4.174230271283e-04,-5.103094133683e-26
3.032640000000e-06,3.032640000000e+00,-3.628875792735e-33,-2.628384037315e-04,-3.215742240946e-26,-5.644917899809e-33,-4.088597391379e-04,-5.002265708139e-26
3.034980000000e-06,3.034980000000e+00,-3.554373799546e-33,-2.574422463309e-04,-3.152152354195e-26,-5.529025910404e-33,-4.004657165148e-04,-4.903348106526e-26
3.037320000000e-06,3.037320000000e+00,-3.481345654386e-33,-2.521528393086e-04,-3.089768655995e-26,-5.415426573490e-33,-3.922377500357e-04,-4.806306798215e-26
3.039660000000e-06,3.039660000000e+00,-3.409763388458e-33,-2.469681568927e-04,-3.028569327594e-26,-5.304076382045e-33,-3.841726884998e-04,-4.711107842924e-26
3.042000000000e-06,3.042000000000e+00,-3.339599539139e-33,-2.418862099737e-04,-2.968532923679e-26,-5.194932616439e-33,-3.762674377368e-04,-4.617717881279e-26
3.044340000000e-06,3.044340000000e+00,-3.270827141320e-33,-2.369050454764e-04,-2.909638366398e-26,-5.087953330942e-33,-3.685189596300e-04,-4.526104125508e-26
3.046680000000e-06,3.046680000000e+00,-3.203419718868e-33,-2.320227457426e-04,-2.851864939464e-26,-4.983097340461e-33,-3.609242711552e-04,-4.436234350277e-26
3.049020000000e-06,3.049020000000e+00,-3.137351276239e-33,-2.272374279226e-04,-2.795192282352e-26,-4.880324207483e-33,-3.534804434352e-04,-4.348076883659e-26
3.051360000000e-06,3.051360000000e+00,-3.072596290220e-33,-2.225472433776e-04,-2.739600384579e-26,-4.779594229232e-33,-3.461846008096e-04,-4.261600598235e-26
3.053700000000e-06,3.053700000000e+00,-3.009129701802e-33,-2.179503770909e-04,-2.685069580069e-26,-4.680868425025e-33,-3.390339199192e-04,-4.176774902330e-26
3.056040000000e-06,3.056040000000e+00,-2.946926908185e-33,-2.134450470891e-04,-2.631580541599e-26,-4.584108523843e-33,-3.320256288052e-04,-4.093569731377e-26
3.058380000000e-06,3.058380000000e+00,-2.885963754917e-33,-2.090295038722e-04,-2.579114275334e-26,-4.489276952093e-33,-3.251570060235e-04,-4.011955539409e-26
3.060720000000e-06,3.060720000000e+00,-2.826216528153e-33,-2.047020298536e-04,-2.527652115436e-26,-4.396336821572e-33,-3.184253797723e-04,-3.931903290678e-26
3.063060000000e-06,3.063060000000e+00,-2.767661947044e-33,-2.004609388080e-04,-2.477175718756e-26,-4.305251917624e-33,-3.118281270347e-04,-3.853384451398e-26
3.065400000000e-06,3.065400000000e+00,-2.710277156244e-33,-1.963045753297e-04,-2.427667059610e-26,-4.215986687491e-33,-3.053626727351e-04,-3.776370981616e-26
3.067740000000e-06,3.067740000000e+00,-2.654039718546e-33,-1.922313142982e-04,-2.379108424624e-26,-4.128506228849e-33,-2.990264889084e-04,-3.700835327194e-26
3.070080000000e-06,3.070080000000e+00,-2.598927607630e-33,-1.882395603538e-04,-2.331482407665e-26,-4.042776278535e-33,-2.928170938837e-04,-3.626750411923e-26
3.072420000000e-06,3.072420000000e+00,-2.544919200934e-33,-1.843277473807e-04,-2.284771904839e-26,-3.958763201453e-33,-2.867320514811e-04,-3.554089629749e-26
3.074760000000e-06,3.074760000000e+00,-2.491993272640e-33,-1.804943379990e-04,-2.238960109572e-26,-3.876433979662e-33,-2.807689702207e-04,-3.482826837112e-26
3.077100000000e-06,3.077100000000e+00,-2.440128986772e-33,-1.767378230652e-04,-2.194030507764e-26,-3.795756201645e-33,-2.749255025459e-04,-3.412936345411e-26
3.079440000000e-06,3.079440000000e+00,-2.389305890407e-33,-1.730567211802e-04,-2.149966873009e-26,-3.716698051745e-33,-2.691993440581e-04,-3.344392913570e-26
3.081780000000e-06,3.081780000000e+00,-2.339503907003e-33,-1.694495782058e-04,-2.106753261896e-26,-3.639228299782e-33,-2.635882327646e-04,-3.277171740727e-26
3.084120000000e-06,3.084120000000e+00,-2.290703329825e-33,-1.659149667892e-04,-2.064374009374e-26,-3.563316290839e-33,-2.580899483387e-04,-3.211248459026e-26
3.086460000000e-06,3.086460000000e+00,-2.242884815489e-33,-1.624514858946e-04,-2.022813724191e-26,-3.488931935205e-33,-2.527023113916e-04,-3.146599126520e-26
3.088800000000e-06,3.088800000000e+00,-2.196029377607e-33,-1.590577603437e-04,-1.982057284405e-26,-3.416045698500e-33,-2.474231827568e-04,-3.083200220185e-26
3.091140000000e-06,3.091140000000e+00,-2.150118380538e-33,-1.557324403623e-04,-1.942089832951e-26,-3.344628591947e-33,-2.422504627858e-04,-3.021028629034e-26
3.093480000000e-06,3.093480000000e+00,-2.105133533236e-33,-1.524742011355e-04,-1.902896773291e-26,-3.274652162811e-33,-2.371820906553e-04,-2.960061647341e-26
3.095820000000e-06,3.095820000000e+00,-2.061056883212e-33,-1.492817423698e-04,-1.864463765121e-26,-3.206088484996e-33,-2.322160436864e-04,-2.900276967965e-26
3.098160000000e-06,3.098160000000e+00,-2.017870810580e-33,-1.461537878621e-04,-1.826776720142e-26,-3.138910149791e-33,-2.273503366743e-04,-2.841652675776e-26
3.100500000000e-06,3.100500000000e+00,-1.975558022215e-33,-1.430890850763e-04,-1.789821797904e-26,-3.073090256779e-33,-2.225830212298e-04,-2.784167241184e-26
3.102840000000e-06,3.102840000000e+00,-1.934101545997e-33,-1.400864047268e-04,-1.753585401704e-26,-3.008602404885e-33,-2.179121851307e-04,-2.727799513762e-26
3.105180000000e-06,3.105180000000e+00,-1.893484725158e-33,-1.371445403689e-04,-1.718054174553e-26,-2.945420683579e-33,-2.133359516850e-04,-2.672528715972e-26
3.107520000000e-06,3.107520000000e+00,-1.853691212715e-33,-1.342623079954e-04,-1.683214995204e-26,-2.883519664224e-33,-2.088524791040e-04,-2.618334436984e-26
3.109860000000e-06,3.109860000000e+00,-1.814704966006e-33,-1.314385456409e-04,-1.649054974237e-26,-2.822874391565e-33,-2.044599598859e-04,-2.565196626591e-26
3.112200000000e-06,3.112200000000e+00,-1.776510241303e-33,-1.286721129920e-04,-1.615561450211e-26,-2.763460375361e-33,-2.001566202098e-04,-2.513095589217e-26
3.114540000000e-06,3.114540000000e+00,-1.739091588528e-33,-1.259618910040e-04,-1.582721985867e-26,-2.705253582155e-33,-1.959407193396e-04,-2.462011978016e-26
3.116880000000e-06,3.116880000000e+00,-1.702433846047e-33,-1.233067815242e-04,-1.550524364399e-26,-2.648230427184e-33,-1.918105490377e-04,-2.411926789066e-26
3.119220000000e-06,3.119220000000e+00,-1.666522135555e-33,-1.207057069216e-04,-1.518956585775e-26,-2.592367766420e-33,-1.877644329891e-04,-2.362821355649e-26
3.121560000000e-06,3.121560000000e+00,-1.631341857050e-33,-1.181576097220e-04,-1.488006863115e-26,-2.537642888745e-33,-1.838007262342e-04,-2.314677342623e-26
3.123900000000e-06,3.123900000000e+00,-1.596878683882e-33,-1.156614522505e-04,-1.457663619133e-26,-2.484033508260e-33,-1.799178146118e-04,-2.267476740873e-26
3.126240000000e-06,3.126240000000e+00,-1.563118557889e-33,-1.132162162787e-04,-1.427915482626e-26,-2.431517756717e-33,-1.761141142113e-04,-2.221201861862e-26
3.128580000000e-06,3.128580000000e+00,-1.530047684623e-33,-1.108209026786e-04,-1.398751285019e-26,-2.380074176080e-33,-1.723880708334e-04,-2.175835332253e-26
3.130920000000e-06,3.130920000000e+00,-1.497652528639e-33,-1.084745310820e-04,-1.370160056970e-26,-2.329681711216e-33,-1.687381594609e-04,-2.131360088620e-26
3.133260000000e-06,3.133260000000e+00,-1.465919808877e-33,-1.061761395458e-04,-1.342131025017e-26,-2.280319702698e-33,-1.651628837379e-04,-2.087759372248e-26
3.135600000000e-06,3.135600000000e+00,-1.434836494119e-33,-1.039247842224e-04,-1.314653608286e-26,-2.231967879740e-33,-1.616607754570e-04,-2.045016724001e-26
3.137940000000e-06,3.137940000000e+00,-1.404389798513e-33,-1.017195390366e-04,-1.287717415252e-26,-2.184606353243e-33,-1.582303940569e-04,-2.003115979281e-26
3.140280000000e-06,3.140280000000e+00,-1.374567177189e-33,-9.955949536699e-05,-1.261312240539e-26,-2.138215608961e-33,-1.548703261264e-04,-1.962041263061e-26
3.142620000000e-06,3.142620000000e+00,-1.345356321934e-33,-9.744376173337e-05,-1.235428061783e-26,-2.092776500787e-33,-1.515791849186e-04,-1.921776984996e-26
3.144960000000e-06,3.144960000000e+00,-1.316745156947e-33,-9.537146348902e-05,-1.210055036538e-26,-2.048270244139e-33,-1.483556098718e-04,-1.882307834614e-26
3.147300000000e-06,3.147300000000e+00,-1.288721834664e-33,-9.334174251845e-05,-1.185183499229e-26,-2.004678409477e-33,-1.451982661398e-04,-1.843618776579e-26
3.149640000000e-06,3.149640000000e+00,-1.261274731656e-33,-9.135375694014e-05,-1.160803958160e-26,-1.961982915910e-33,-1.421058441291e-04,-1.805695046027e-26
3.151980000000e-06,3.151980000000e+00,-1.234392444597e-33,-8.940668081436e-05,-1.136907092562e-26,-1.920166024928e-33,-1.390770590446e-04,-1.768522143985e-26
3.154320000000e-06,3.154320000000e+00,-1.208063786290e-33,-8.749970385596e-05,-1.113483749688e-26,-1.879210334229e-33,-1.361106504426e-04,-1.732085832849e-26
3.156660000000e-06,3.156660000000e+00,-1.182277781779e-33,-8.563203115197e-05,-1.090524941963e-26,-1.839098771657e-33,-1.332053817919e-04,-1.696372131942e-26
3.159000000000e-06,3.159000000000e+00,-1.157023664510e-33,-8.380288288410e-05,-1.068021844163e-26,-1.799814589238e-33,-1.303600400419e-04,-1.661367313143e-26
3.161340000000e-06,3.161340000000e+00,-1.132290872568e-33,-8.201149405589e-05,-1.045965790659e-26,-1.761341357328e-33,-1.275734351981e-04,-1.627057896581e-26
3.163680000000e-06,3.163680000000e+00,-1.108069044971e-33,-8.025711422458e-05,-1.024348272684e-26,-1.723662958843e-33,-1.248443999049e-04,-1.593430646397e-26
3.166020000000e-06,3.166020000000e+00,-1.084348018034e-33,-7.853900723748e-05,-1.003160935658e-26,-1.686763583609e-33,-1.221717890361e-04,-1.560472566579e-26
3.168360000000e-06,3.168360000000e+00,-1.061117821793e-33,-7.685645097289e-05,-9.823955765520e-27,-1.650627722789e-33,-1.195544792912e-04,-1.528170896859e-26
3.170700000000e-06,3.170700000000e+00,-1.038368676484e-33,-7.520873708550e-05,-9.620441412891e-27,-1.615240163419e-33,-1.169913687997e-04,-1.496513108672e-26
3.173040000000e-06,3.173040000000e+00,-1.016090989092e-33,-7.359517075605e-05,-9.420987221937e-27,-1.580585983031e-33,-1.144813767316e-04,-1.465486901190e-26
3.175380000000e-06,3.175380000000e+00,-9.942753499531e-34,-7.201507044536e-05,-9.225515554779e-27,-1.546650544372e-33,-1.120234429150e-04,-1.435080197410e-26
3.177720000000e-06,3.177720000000e+00,-9.729125294174e-34,-7.046776765256e-05,-9.033950187684e-27,-1.513419490205e-33,-1.096165274595e-04,-1.405281140306e-26
3.180060000000e-06,3.180060000000e+00,-9.519934745667e-34,-6.895260667749e-05,-8.846216286743e-27,-1.480878738215e-33,-1.072596103872e-04,-1.376078089049e-26
3.182400000000e-06,3.182400000000e+00,-9.315093059918e-34,-6.746894438715e-05,-8.662240383924e-27,-1.449014475987e-33,-1.049516912689e-04,-1.347459615277e-26
3.184740000000e-06,3.184740000000e+00,-9.114513146237e-34,-6.601614998625e-05,-8.481950353524e-27,-1.417813156081e-33,-1.026917888675e-04,-1.319414499437e-26
3.187080000000e-06,3.187080000000e+00,-8.918109586196e-34,-6.459360479163e-05,-8.305275388991e-27,-1.387261491186e-33,-1.004789407870e-04,-1.291931727176e-26
3.189420000000e-06,3.189420000000e+00,-8.725798603029e-34,-6.320070201064e-05,-8.132145980122e-27,-1.357346449360e-33,-9.831220312767e-05,-1.265000485797e-26
3.191760000000e-06,3.191760000000e+00,-8.537498031561e-34,-6.183684652334e-05,-7.962493890632e-27,-1.328055249354e-33,-9.619065014743e-05,-1.238610160765e-26
3.194100000000e-06,3.194100000000e+00,-8.353127288655e-34,-6.050145466846e-05,-7.796252136078e-27,-1.299375356013e-33,-9.411337392871e-05,-1.212750332279e-26
3.196440000000e-06,3.196440000000e+00,-8.172607344178e-34,-5.919395403305e-05,-7.633354962152e-27,-1.271294475761e-33,-9.207948405141e-05,-1.187410771890e-26
3.198780000000e-06,3.198780000000e+00,-7.995860692462e-34,-5.791378324586e-05,-7.473737823313e-27,-1.243800552161e-33,-9.008810727134e-05,-1.162581439182e-26
3.201120000000e-06,3.201120000000e+00,-7.822811324267e-34,-5.666039177421e-05,-7.317337361776e-27,-1.216881761553e-33,-8.813838720433e-05,-1.138252478499e-26
3.203460000000e-06,3.203460000000e+00,-7.653384699233e-34,-5.543323972446e-05,-7.164091386838e-27,-1.190526508770e-33,-8.622948401582e-05,-1.114414215730e-26
3.205800000000e-06,3.205800000000e+00,-7.487507718804e-34,-5.423179764592e-05,-7.013938854537e-27,-1.164723422925e-33,-8.436057411587e-05,-1.091057155150e-26
3.208140000000e-06,3.208140000000e+00,-7.325108699630e-34,-5.305554633821e-05,-6.866819847653e-27,-1.139461353276e-33,-8.253084985944e-05,-1.068171976302e-26
3.210480000000e-06,3.210480000000e+00,-7.166117347437e-34,-5.190397666197e-05,-6.722675556023e-27,-1.114729365157e-33,-8.073951925195e-05,-1.045749530937e-26
3.212820000000e-06,3.212820000000e+00,-7.010464731342e-34,-5.077658935285e-05,-6.581448257185e-27,-1.090516735987e-33,-7.898580565999e-05,-1.023780840007e-26
3.215160000000e-06,3.215160000000e+00,-6.858083258630e-34,-4.967289483880e-05,-6.443081297338e-27,-1.066812951342e-33,-7.726894752703e-05,-1.002257090697e-26
3.217500000000e-06,3.217500000000e+00,-6.708906649961e-34,-4.859241306053e-05,-6.307519072613e-27,-1.043607701105e-33,-7.558819809416e-05,-9.811696335176e-27
3.219840000000e-06,3.219840000000e+00,-6.562869915025e-34,-4.753467329513e-05,-6.174707010650e-27,-1.020890875671e-33,-7.394282512577e-05,-9.605099794344e-27
3.222180000000e-06,3.222180000000e+00,-6.419909328612e-34,-4.649921398279e-05,-6.044591552478e-27,-9.986525622286e-34,-7.233211063989e-05,-9.402697970521e-27
3.224520000000e-06,3.224520000000e+00,-6.279962407109e-34,-4.548558255653e-05,-5.917120134698e-27,-9.768830411058e-34,-7.075535064349e-05,-9.204409098419e-27
3.226860000000e-06,3.226860000000e+00,-6.142967885409e-34,-4.449333527500e-05,-5.792241171951e-27,-9.555727821747e-34,-6.921185487222e-05,-9.010152934147e-27
3.229200000000e-06,3.229200000000e+00,-6.008865694229e-34,-4.352203705814e-05,-5.669904039683e-27,-9.347124413245e-34,-6.770094653489e-05,-8.819850728395e-27
3.231540000000e-06,3.231540000000e+00,-5.877596937825e-34,-4.257126132583e-05,-5.550059057187e-27,-9.142928569949e-34,-6.622196206240e-05,-8.633425200068e-27
3.233880000000e-06,3.233880000000e+00,-5.749103872099e-34,-4.164058983926e-05,-5.432657470934e-27,-8.943050467709e-34,-6.477425086108e-05,-8.450800510341e-27
3.236220000000e-06,3.236220000000e+00,-5.623329883100e-34,-4.072961254526e-05,-5.317651438173e-27,-8.747402040378e-34,-6.335717507041e-05,-8.271902237158e-27
3.238560000000e-06,3.238560000000e+00,-5.500219465899e-34,-3.983792742325e-05,-5.204994010806e-27,-8.555896946954e-34,-6.197010932506e-05,-8.096657350143e-27
3.240900000000e-06,3.240900000000e+00,-5.379718203837e-34,-3.896514033500e-05,-5.094639119531e-27,-8.368450539303e-34,-6.061244052111e-05,-7.924994185938e-27
3.243240000000e-06,3.243240000000e+00,-5.261772748151e-34,-3.811086487696e-05,-4.986541558248e-27,-8.184979830457e-34,-5.928356758638e-05,-7.756842423941e-27
3.245580000000e-06,3.245580000000e+00,-5.146330797948e-34,-3.727472223533e-05,-4.880656968721e-27,-8.005403463475e-34,-5.798290125495e-05,-7.592133062455e-27
3.247920000000e-06,3.247920000000e+00,-5.033341080546e-34,-3.645634104357e-05,-4.776941825503e-27,-7.829641680850e-34,-5.670986384555e-05,-7.430798395227e-27
3.250260000000e-06,3.250260000000e+00,-4.922753332161e-34,-3.565535724258e-05,-4.675353421109e-27,-7.657616294472e-34,-5.546388904401e-05,-7.272771988391e-27
3.252600000000e-06,3.252600000000e+00,-4.814518278933e-34,-3.487141394325e-05,-4.575849851430e-27,-7.489250656118e-34,-5.424442168949e-05,-7.117988657780e-27
3.254940000000e-06,3.254940000000e+00,-4.708587618302e-34,-3.410416129155e-05,-4.478390001407e-27,-7.324469628470e-34,-5.305091756464e-05,-6.966384446633e-27
3.257280000000e-06,3.257280000000e+00,-4.604914000705e-34,-3.335325633600e-05,-4.382933530927e-27,-7.163199556651e-34,-5.188284318934e-05,-6.817896603664e-27
3.259620000000e-06,3.259620000000e+00,-4.503451011605e-34,-3.261836289748e-05,-4.289440860968e-27,-7.005368240274e-34,-5.073967561831e-05,-6.672463561506e-27
3.261960000000e-06,3.261960000000e+00,-4.404153153844e-34,-3.189915144142e-05,-4.197873159972e-27,-6.850904905980e-34,-4.962090224221e-05,-6.530024915512e-27
3.264300000000e-06,3.264300000000e+00,-4.306975830308e-34,-3.119529895222e-05,-4.108192330448e-27,-6.699740180479e-34,-4.852602059234e-05,-6.390521402919e-27
3.266640000000e-06,3.266640000000e+00,-4.211875326903e-34,-3.050648881000e-05,-4.020360995800e-27,-6.551806064072e-34,-4.745453814888e-05,-6.253894882355e-27
3.268980000000e-06,3.268980000000e+00,-4.118808795841e-34,-2.983241066948e-05,-3.934342487378e-27,-6.407035904641e-34,-4.640597215253e-05,-6.120088313698e-27
3.271320000000e-06,3.271320000000e+00,-4.027734239220e-34,-2.917276034111e-05,-3.850100831746e-27,-6.265364372120e-34,-4.537984941951e-05,-5.989045738272e-27
3.273660000000e-06,3.273660000000e+00,-3.938610492905e-34,-2.852723967428e-05,-3.767600738171e-27,-6.126727433408e-34,-4.437570615999e-05,-5.860712259377e-27
3.276000000000e-06,3.276000000000e+00,-3.851397210699e-34,-2.789555644265e-05,-3.686807586310e-27,-5.991062327754e-34,-4.339308779968e-05,-5.735034023149e-27
3.278340000000e-06,3.278340000000e+00,-3.766054848793e-34,-2.727742423159e-05,-3.607687414125e-27,-5.858307542566e-34,-4.243154880470e-05,-5.611958199751e-27
3.280680000000e-06,3.280680000000e+00,-3.682544650504e-34,-2.667256232760e-05,-3.530206905987e-27,-5.728402789672e-34,-4.149065250960e-05,-5.491432964869e-27
3.283020000000e-06,3.283020000000e+00,-3.600828631286e-34,-2.608069560972e-05,-3.454333380988e-27,-5.601288982000e-34,-4.056997094845e-05,-5.373407481536e-27
3.285360000000e-06,3.285360000000e+00,-3.520869564014e-34,-2.550155444297e-05,-3.380034781453e-27,-5.476908210688e-34,-3.966908468907e-05,-5.257831882261e-27
3.287700000000e-06,3.287700000000e+00,-3.442630964528e-34,-2.493487457368e-05,-3.307279661649e-27,-5.355203722600e-34,-3.878758267018e-05,-5.144657251455e-27
3.290040000000e-06,3.290040000000e+00,-3.366077077450e-34,-2.438039702669e-05,-3.236037176680e-27,-5.236119898256e-34,-3.792506204152e-05,-5.033835608169e-27
3.292380000000e-06,3.292380000000e+00,-3.291172862247e-34,-2.383786800445e-05,-3.166277071577e-27,-5.119602230162e-34,-3.708112800692e-05,-4.925319889120e-27
3.294720000000e-06,3.294720000000e+00,-3.217883979556e-34,-2.330703878796e-05,-3.097969670574e-27,-5.005597301532e-34,-3.625539367016e-05,-4.819063932005e-27
3.297060000000e-06,3.297060000000e+00,-3.146176777753e-34,-2.278766563951e-05,-3.031085866567e-27,-4.894052765394e-34,-3.544747988369e-05,-4.715022459104e-27
3.299400000000e-06,3.299400000000e+00,-3.076018279768e-34,-2.227950970716e-05,-2.965597110750e-27,-4.784917324083e-34,-3.465701510002e-05,-4.613151061167e-27
3.301740000000e-06,3.301740000000e+00,-3.007376170139e-34,-2.178233693096e-05,-2.901475402439e-27,-4.678140709105e-34,-3.388363522594e-05,-4.513406181571e-27
3.304080000000e-06,3.304080000000e+00,-2.940218782308e-34,-2.129591795097e-05,-2.838693279056e-27,-4.573673661369e-34,-3.312698347928e-05,-4.415745100754e-27
3.306420000000e-06,3.306420000000e+00,-2.874515086139e-34,-2.082002801682e-05,-2.777223806301e-27,-4.471467911772e-34,-3.238671024839e-05,-4.320125920912e-27
3.308760000000e-06,3.308760000000e+00,-2.810234675673e-34,-2.035444689905e-05,-2.717040568480e-27,-4.371476162158e-34,-3.166247295409e-05,-4.226507550969e-27
3.311100000000e-06,3.311100000000e+00,-2.747347757103e-34,-1.989895880201e-05,-2.658117659009e-27,-4.273652066605e-34,-3.095393591423e-05,-4.134849691792e-27
3.313440000000e-06,3.313440000000e+00,-2.685825136971e-34,-1.945335227832e-05,-2.600429671078e-27,-4.177950213066e-34,-3.026077021072e-05,-4.045112821677e-27
3.315780000000e-06,3.315780000000e+00,-2.625638210581e-34,-1.901742014502e-05,-2.543951688474e-27,-4.084326105347e-34,-2.958265355892e-05,-3.957258182070e-27
3.318120000000e-06,3.318120000000e+00,-2.566758950622e-34,-1.859095940114e-05,-2.488659276569e-27,-3.992736145412e-34,-2.891927017955e-05,-3.871247763552e-27
3.320460000000e-06,3.320460000000e+00,-2.509159896009e-34,-1.817377114682e-05,-2.434528473461e-27,-3.903137616014e-34,-2.827031067284e-05,-3.787044292051e-27
3.322800000000e-06,3.322800000000e+00,-2.452814140917e-34,-1.776566050399e-05,-2.381535781267e-27,-3.815488663649e-34,-2.763547189510e-05,-3.704611215304e-27
3.325140000000e-06,3.325140000000e+00,-2.397695324028e-34,-1.736643653838e-05,-2.329658157568e-27,-3.729748281821e-34,-2.701445683748e-05,-3.623912689551e-27
3.327480000000e-06,3.327480000000e+00,-2.343777617967e-34,-1.697591218309e-05,-2.278873007008e-27,-3.645876294615e-34,-2.640697450703e-05,-3.544913566456e-27
3.329820000000e-06,3.329820000000e+00,-2.291035718942e-34,-1.659390416349e-05,-2.229158173029e-27,-3.563833340577e-34,-2.581273980988e-05,-3.467579380268e-27
3.332160000000e-06,3.332160000000e+00,-2.239444836571e-34,-1.622023292358e-05,-2.180491929763e-27,-3.483580856889e-34,-2.523147343669e-05,-3.391876335186e-27
3.334500000000e-06,3.334500000000e+00,-2.188980683895e-34,-1.585472255363e-05,-2.132852974051e-27,-3.405081063836e-34,-2.466290175009e-05,-3.317771292968e-27
3.336840000000e-06,3.336840000000e+00,-2.139619467577e-34,-1.549720071921e-05,-2.086220417617e-27,-3.328296949565e-34,-2.410675667432e-05,-3.245231760738e-27
3.339180000000e-06,3.339180000000e+00,-2.091337878292e-34,-1.514749859155e-05,-2.040573779366e-27,-3.253192255121e-34,-2.356277558685e-05,-3.174225879014e-27
